symbol,daily_bars,minute_rows,edge_class,suggested_setup_name,tp_pct,sl_pct,suggested_leverage_min,suggested_leverage_max,listing_date,mean_ret,std_ret,skew_ret,kurt_ret,max_drawdown_pct,realized_vol_30d_ann,realized_vol_7d_ann,max_single_day_pump_pct,max_single_day_dump_pct,avg_volume,avg_close,volume_return_corr,bt_n_trades,bt_hit_rate,bt_expectancy_pct,bt_max_dd_pct,bt_sharpe_like,bt_dominance_frac,spike_n_events,spike_h5_mean,spike_h5_hitrate,spike_h5_tstat,intraday_robust
DOGEUSDT,1095,43148,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2018-11-26,0.00021934449005363779,0.04565723015915226,0.24761155280513958,3.632096336463654,-82.52460492741814,0.5254729026884093,0.24073133874581842,27.014304647868002,-22.14665164198325,282756173.79144293,0.15329424657534246,0.32032607537829855,,,,,,,116.0,4.444810275802389,0.5258620689655172,2.3344471360893824,False
DOGINMEUSDT,695,43147,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2024-07-26,-0.0013985593465958034,0.11960450475864882,1.54054925358546,8.968402247295717,-96.08606819052483,1.4111418160336568,0.3414627292482847,142.8094575799722,-32.996413433322466,244727536.69094968,0.0003482156115107914,-0.0676957376599492,,,,,,,65.0,4.308259817297437,0.6153846153846154,1.1962595796682152,True
DOGSUSDT,664,43147,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2024-08-26,-0.005178295765369016,0.06941284023993483,0.4489989197015662,9.33828333818745,-98.3026404874746,0.9958228534981877,0.6887196851389511,62.914255654918485,-38.47472150814054,9895049206.01485,0.00023969972891566262,0.306057556849196,30.0,0.7,4.20909387477728,-100.76055710306406,0.25462658118823034,0.12036272640362757,38.0,-2.866883228640734,0.5789473684210527,-0.7912025192188418,False
DOGUSDT,727,43148,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2024-06-24,-0.0030896262565365557,0.06987239284480556,0.49439248375681144,2.026843894514686,-93.70191297035947,0.7862964374647284,0.4809357744419355,34.7549019607843,-22.848948374761,446825934.66640985,0.0028447883081155435,0.41769926375144334,,,,,,,43.0,1.0136270485466445,0.5813953488372093,0.35211680452512883,True
DUPEUSDT,0,43146,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-04-29,,,,,,,,,,,,,,,,,,,,,,,
ECHOUSDT,0,43145,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-07-02,,,,,,,,,,,,,,,,,,,,,,,
ELONUSDT,1095,43145,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2021-11-21,-0.0015875107986374167,0.054609042056468764,1.2673859257249258,12.635085920496326,-93.02824004034291,0.7646566435129787,0.7140573232128606,69.5382882882883,-26.99077954735959,1322553952548.328,1.3753613698630138e-07,0.4977099296064592,,,,,,,82.0,2.1827557749310262,0.573170731707317,0.9528280856398113,True
ESPUSDT,0,43144,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-02-12,,,,,,,,,,,,,,,,,,,,,,,
EVAUSDT,0,43144,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-02-11,,,,,,,,,,,,,,,,,,,,,,,
FARMUSDT,1095,43143,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2021-08-11,-0.0012818851319240866,0.04815068992872066,2.7732948896283025,41.592366528859,-95.15068760362821,1.0381402911878737,0.6581481989486545,97.29166666666667,-27.066450567260937,6824.60689041096,33.34666210045662,0.11351540238343502,,,,,,,76.0,-1.1942536042777043,0.5789473684210527,-0.9856654607074696,True
FARTBOYUSDT,0,43142,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-02-21,,,,,,,,,,,,,,,,,,,,,,,
FARTCOINUSDT,608,43141,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2024-10-21,0.001980231329651948,0.11478165959648168,0.2930549134013568,2.5181005610288594,-95.08641860896158,1.1542866246971866,0.854991923345466,58.797933097633944,-41.316218930454426,8110823.364111843,0.5688354769736842,0.4665555468281465,,,,,,,74.0,13.214863469214635,0.5135135135135135,2.7562814689431345,False
FBUSDT,643,43141,SPIKE_MEAN_REVERSION_EDGE,SpikeShortDaily,-40.95,40.95,1.0,1.5,2024-09-16,-0.006332931463420426,0.05881058293754154,0.5271081122473286,9.190557564893316,-98.42509441879983,0.5133335795129526,0.19819515330220316,48.04697472555528,-27.124463519313302,105723.56791601867,1.6385315707620527,-0.2648956788754262,13.0,0.7692307692307693,3.108174556368132,-40.949999999999996,0.21254035728379167,0.28548967571861095,25.0,-3.434302354762023,0.8,-1.8985621589048327,False
FEGUSDT,1082,43140,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2023-07-05,-0.0019899814548822213,0.06889349664437837,-3.890408490402499,92.77644055379224,-97.78039872165576,0.4990458385040306,0.24077732134464444,85.56346673213851,-70.0,339292800.01003695,0.0002597219685767098,-0.07561192322814186,,,,,,,86.0,1.9381595826792415,0.5581395348837209,0.844431436082496,True
FIGHTUSDT,0,43140,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-01-22,,,,,,,,,,,,,,,,,,,,,,,
FITUSDT,1087,43139,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2023-06-30,-0.005045028824533563,0.08265590512287797,1.6341810624953308,35.773983003928265,-99.86261448792673,0.04188510786245971,0.029585147484900716,154.1818181818182,-47.61904761904761,393853124.29563934,0.0033130630358785646,0.053012600463378495,25.0,0.52,0.5487879586675756,-71.76739013415433,0.04155090602821174,0.1999516540665979,59.0,-4.466459918669875,0.6101694915254238,-2.52607338830382,False
FLOCKUSDT,0,43139,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-12-31,,,,,,,,,,,,,,,,,,,,,,,
FLOKIUSDT,1095,43138,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2021-10-08,-1.1830352500391762e-05,0.06323889713799748,1.2954234739655819,10.137075505602008,-92.72647811700068,0.6496193165021472,0.6722116104480756,66.51609665160969,-27.43391360412637,21241971890.939728,9.044864840182648e-05,0.3617573109462652,,,,,,,111.0,11.581465437135844,0.46846846846846846,2.9908804263242326,False
FLORKUSDT,0,43138,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-04-22,,,,,,,,,,,,,,,,,,,,,,,
FLOWUSDT,1095,43137,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2021-03-09,-0.0026640003468465247,0.05039931259265939,-0.49465287410663544,9.17449387972784,-98.41509433962263,0.6812739296917383,0.5158210778559176,31.769163509181,-33.603707995365006,3015009.5936438353,0.5043743196347032,0.4936347179752792,55.0,0.509090909090909,-1.8289252183082858,-153.58593436536137,-0.15721016695628523,0.12378569506303881,101.0,1.2475698143404945,0.4158415841584158,1.122884083273859,False
FOGUSDT,1051,43198,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,,-0.0038253293422359272,0.14325780429034563,-0.20248617173187902,24.20192909372637,-99.82821943282194,2.087426616591077,1.8346491328651957,235.50939663699307,-78.48478399659501,3423673.2365937205,0.27766237868696475,-0.04674306510751883,,,,,,,102.0,15.551065621330045,0.5392156862745098,2.868008189894316,False
FORESTUSDT,0,43136,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-09-01,,,,,,,,,,,,,,,,,,,,,,,
FORMUSDT,0,43136,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-03-19,,,,,,,,,,,,,,,,,,,,,,,
FREEDOMUSDT,1095,43135,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2022-12-01,-0.0017446808110484029,0.07030874353242107,1.4585377277999585,12.80546563514873,-96.66114136869524,0.7962314332617485,0.8048642458926349,90.46348782927642,-32.14285714285714,946298486862.5278,1.297571872146119e-07,0.15137094024278333,,,,,,,75.0,0.27286497493486894,0.6533333333333333,0.09594872134498277,False
FUNUSDT,0,43135,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-01-15,,,,,,,,,,,,,,,,,,,,,,,
FUSDT,0,43143,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-12-06,,,,,,,,,,,,,,,,,,,,,,,
FWOGUSDT,690,43134,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2024-07-31,-0.0027112130736068225,0.11485890287545392,0.7653058821343799,3.37298467354063,-99.40240649141333,1.071703409174711,0.3820181724132441,82.49258160237392,-37.425,8058084.076101449,0.07846162898550724,0.33416382654596394,,,,,,,74.0,10.297197567849974,0.43243243243243246,3.142838652684471,True
GHSTUSDT,1095,43134,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2020-09-22,-0.0025287130259122937,0.06052601974739982,3.1031860078760225,39.40169656115167,-98.24544988077632,1.2199777764913806,0.38890954955966583,113.11594202898551,-31.10053269862859,611537.7800639269,0.7260775525114155,0.30484963004972515,,,,,,,90.0,3.38434102295646,0.5333333333333333,1.4071759467756866,False
GIGAUSDT,699,43133,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2024-07-22,-0.002376457041415677,0.09202162602116049,0.4741499984384085,2.640515330875952,-98.1682948490231,1.0805089037608828,0.9205799435258293,67.78042959427206,-30.01383125864454,8698001.639442058,0.019994005722460656,0.3434800642783089,,,,,,,57.0,3.4673542253218477,0.5789473684210527,1.009723050482201,False
GIGGLEUSDT,0,43133,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-09-22,,,,,,,,,,,,,,,,,,,,,,,
GMEUSDT,768,43132,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2024-05-14,-0.004555207306403663,0.10341915917578372,3.2925141941688825,38.96129166175528,-98.19608724983134,0.8463725249131953,0.8934300911936358,268.00726517903485,-35.73544660050363,83162917.96541667,0.002503883203125,0.6444938721014613,22.0,0.7272727272727273,4.437024490203144,-72.6932811195994,0.17824814047782256,0.1963817004867706,51.0,-7.108947681400878,0.7254901960784313,-2.369207730772335,True
GOATEDUSDT,0,43131,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-09-27,,,,,,,,,,,,,,,,,,,,,,,
GOATUSDT,616,43131,SPIKE_MEAN_REVERSION_EDGE,SpikeShortDaily,-41.31,41.31,1.0,1.0,2024-10-13,-0.0024472570798390802,0.09759444986403353,2.2420211610475453,19.501479075707653,-98.96349670091588,0.7497274965905573,0.48612621521018073,156.42036124794743,-35.78114109329882,14779103.500633117,0.1552712012987013,0.34651115754802847,15.0,0.6,6.071470883567245,-41.31,0.332927127325704,0.27535009509018643,39.0,-4.009496677167023,0.5641025641025641,-1.5702217481495409,False
GOBLINUSDT,0,43130,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-05-11,,,,,,,,,,,,,,,,,,,,,,,
GOCHUUSDT,699,43130,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2024-07-22,-0.0008738620721488342,0.06760960758057404,-0.14099575004878365,11.74440896822242,-94.42077364377496,0.38286198669522326,0.33836050061525896,52.022236956189104,-33.74910265613784,447920680090.0315,8.462090128755366e-07,0.364842624638554,,,,,,,64.0,-2.5976569096215494,0.609375,-1.3331086359595714,False
GOHOMEUSDT,400,43197,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,,-0.002963135837495148,0.023364970785640184,-0.7983418896033406,3.0774348518594534,-71.6651439013248,0.33793512325061853,0.3891904306771009,5.979511970534079,-11.304477167930981,1376.443735,151.68597499999998,0.012230192198113858,5.0,0.8,-4.419365851496521,-33.34000000000002,-0.30481935166541996,0.3724576265911643,8.0,-5.0777400860559805,1.0,-4.8439310197869965,False
GRIFFAINUSDT,0,43129,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-12-10,,,,,,,,,,,,,,,,,,,,,,,
GROKUSDT,958,43129,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2023-11-06,-0.001063904329370164,0.09835163047731019,1.508297628814687,9.217580658723323,-98.95826771653543,1.0964589763452217,1.2717085020866727,112.60330578512394,-34.977942883677734,162097176.69180584,0.004604595615866389,0.6110460380415368,,,,,,,72.0,-1.9092509226615286,0.5555555555555556,-0.6535844596759806,False
GUAUSDT,0,43128,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-11-27,,,,,,,,,,,,,,,,,,,,,,,
HANAUSDT,0,43127,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-09-26,,,,,,,,,,,,,,,,,,,,,,,
HAROLDUSDT,0,43078,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-01-16,,,,,,,,,,,,,,,,,,,,,,,
HARRYUSDT,1067,43078,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2023-07-20,-0.0015798609163472056,0.1010101743143113,0.9469748581050538,3.3528304656323176,-96.79895383215829,0.9599268693514914,0.2996601483484667,94.01066925315229,-26.788842474060093,2343782.7838331773,0.09224582005623243,0.10245999297931327,,,,,,,96.0,5.1096417458406425,0.53125,1.8636385346011652,True
HIPPOUSDT,628,43077,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2024-10-01,-0.00594541381099327,0.12452039801730629,-2.070276692153173,52.886232757183784,-99.43429795577502,1.3155128316879567,0.9271472735624272,224.6535069298614,-77.96327212020033,312016964.832707,0.0037661205414012745,0.22608413039502145,,,,,,,59.0,8.979461791109578,0.4915254237288136,1.1310291392027605,False
HIVEUSDT,1095,43077,SPIKE_MEAN_REVERSION_EDGE,SpikeShortDaily,-15.92,15.92,1.0,2.5,2020-04-23,-0.0017114303617606517,0.044056215958270736,0.8149650168640987,14.268217092986252,-92.89274924471299,0.9253540462846691,0.3742771153955871,51.7241379310345,-24.175824175824168,1861546.3321917811,0.23833691324200915,0.0579630784903479,31.0,0.6451612903225806,2.0249902974518075,-32.149364237143715,0.2249194914987883,0.10745328895069599,74.0,-2.4336770370439966,0.6216216216216216,-2.583117880954632,False
HMSTRUSDT,633,43196,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,,-0.005908479268595209,0.06558655581950219,0.8047239671660227,17.825223674484448,-98.07448844398645,2.1753508171016223,0.7895828761134975,80.5130168453292,-34.620334620334624,1191050334.9324012,0.0014008105845181673,0.3576423940082617,31.0,0.5806451612903226,-0.569899766783846,-131.19800498753114,-0.033211532065572126,0.17917040379426127,44.0,-3.202151337189422,0.5681818181818182,-1.4389248530925085,False
HOLOUSDT,0,43076,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-09-11,,,,,,,,,,,,,,,,,,,,,,,
HOOLIUSDT,0,43075,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-05-15,,,,,,,,,,,,,,,,,,,,,,,
HOSKYUSDT,1095,43075,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2022-02-09,-0.00032124236483878083,0.09061354264533983,1.762709925487673,13.273669207018653,-98.14531737682431,1.1875511203510785,1.33651063253331,126.6068856120814,-33.985,169111563202.81384,3.720930958904109e-08,0.21723417796541264,,,,,,,101.0,18.957485619077627,0.49504950495049505,3.1658017848583224,False
HOUSEUSDT,0,43074,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-04-01,,,,,,,,,,,,,,,,,,,,,,,
HUNDUSDT,810,43074,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2024-04-02,-0.005583452660413443,0.08326660647909523,1.7993436709543011,22.2740557926107,-99.21139854486661,1.5263531904782617,0.47245029133441746,151.9960079840319,-34.93506493506494,82419590.55298765,0.005023414074074074,0.3265228783850896,23.0,0.6956521739130435,-0.9263714455630239,-109.91063519098478,-0.03453584205156341,0.18018978108791528,55.0,-7.519778135247969,0.7454545454545455,-3.9631157399201786,False
ICECREAMUSDT,400,43196,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,,-0.006684053724073809,0.043171998054025336,-0.8571673154050299,31.828292750346897,-94.68829194120629,0.3622017218959537,0.5348709100282986,36.803519061583586,-32.16986620127982,6355365.953599999,0.0093025875,0.013288191173362421,7.0,0.5714285714285714,-0.027238977383433043,-28.224662379421236,-0.002267929585958636,0.5896570527057149,19.0,-1.9791074031391307,0.5789473684210527,-1.7481158491227153,False
IDUSDT,1095,43073,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2023-03-22,-0.0022374707355936317,0.05640636039462683,1.5561003901056703,23.656121186414833,-98.62460108228112,1.981254753253934,1.1938875212056466,89.14452596338774,-31.144211238997965,2923887.6226575347,0.29719547031963467,0.18380466896852926,,,,,,,91.0,2.412248779793797,0.4945054945054945,0.993104424005148,False
IKAUSDT,0,43073,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-07-29,,,,,,,,,,,,,,,,,,,,,,,
INUSDT,0,43072,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,
IQUSDT,1095,43071,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2020-06-19,-0.001558220195556234,0.04155650386130585,1.3883693524671923,17.554774402752287,-95.0491510277033,0.500978422952348,0.2604060932429116,57.43753322700691,-18.297912894310485,54261592.56330594,0.004884085205479453,0.16206751562207777,,,,,,,88.0,0.7504721524645248,0.5681818181818182,0.5798456186702066,True
JAGERUSDT,0,43071,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-05-05,,,,,,,,,,,,,,,,,,,,,,,
JOEUSDT,1095,43070,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2021-11-23,-0.0022970254751850036,0.05505103420781636,0.47625314032120153,7.455216890600436,-97.4931373417161,0.8468676491286955,0.7103560430965286,59.91177281499864,-26.79269882659714,1425966.475305936,0.28021555251141556,0.2372446741183888,,,,,,,88.0,-0.052983655037368814,0.5795454545454546,-0.033868440847371596,False
JYAIUSDT,0,43070,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-04-23,,,,,,,,,,,,,,,,,,,,,,,
KASPYUSDT,598,43195,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,,-0.005498668284821738,0.09665060778760345,0.8293226774772655,7.4963645760893165,-97.76627856834843,1.2560899727680517,0.39766970546995384,85.09615384615384,-36.83510638297872,3000233453.4835954,1.1523127090301002e-05,0.0699253635516593,,,,,,,39.0,-0.6575700528713071,0.6666666666666666,-0.2074678123950204,False
KATAUSDT,1095,43194,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,,-0.002282554231597739,0.07148499031720279,0.7993985576370364,4.499763878875279,-99.20786885245901,1.0092209287922498,0.6538145118351593,61.967606478704276,-29.94628216002261,358049343.79193604,0.0004910130410958904,0.07270678630285976,,,,,,,87.0,2.649105324540981,0.5287356321839081,1.3537414556697693,True
KATUSDT,0,43069,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,
KEKIUSUSDT,0,43069,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-12-28,,,,,,,,,,,,,,,,,,,,,,,
KEYCATUSDT,0,43068,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-01-15,,,,,,,,,,,,,,,,,,,,,,,
KIBSHIUSDT,0,43067,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-11-17,,,,,,,,,,,,,,,,,,,,,,,
KISHUUSDT,1095,43067,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2021-06-28,-0.0006577845703890971,0.07556494341535182,0.3960269249846988,12.851588535034452,-97.82533936651583,1.8038146988070447,1.8314030097393268,76.29227823867262,-50.02526528549773,598296464481526.6,2.3604674885844746e-10,0.11678943631529078,,,,,,,99.0,8.561224821255102,0.5252525252525253,2.2998130643945256,True
KOMAUSDT,0,43066,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-11-17,,,,,,,,,,,,,,,,,,,,,,,
LADYSUSDT,1095,43065,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2023-05-11,-0.0018695234209840151,0.07687788778776113,0.8744439238435474,5.003604174158875,-98.5248899075481,0.9303361653197058,0.7972850635517187,53.22179694590221,-28.779395296752508,2998745958857.7773,6.146855251141553e-08,0.16205272843389962,,,,,,,80.0,9.091292519489803,0.575,2.0367093461197583,True
LBUSDT,717,43194,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,,-0.0059396155003493155,0.12166737391887336,0.4902955704231792,7.388227551715328,-99.11711711711712,1.3981693949408653,2.8472184626277093,126.17886178861784,-49.24965893587995,298543498232.7611,1.3765059972105994e-06,0.08328253585562338,16.0,0.75,11.205783207203227,-56.579999999999984,0.4158320859376739,0.21384430520645945,34.0,-7.530730083856175,0.6176470588235294,-2.0010824705273835,False
LIKEUSDT,1095,43065,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2021-09-23,-0.001082036462374517,0.09428614539477322,1.2189139080091755,7.351366743330276,-99.63528077368571,1.5579007249200887,1.757169095142042,121.31850675139,-28.326478595840822,10096417.511789953,0.027232536986301372,-0.1256782113881796,,,,,,,91.0,14.178603982144448,0.5384615384615384,1.929178159817391,False
LKYUSDT,0,43064,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-11-19,,,,,,,,,,,,,,,,,,,,,,,
LOBOUSDT,725,43064,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2024-06-26,-0.005054048843815255,0.09026395815463532,1.8537825487185882,8.328234328142546,-97.8434093161546,0.928375173822587,0.8698108848945564,79.39844760672705,-26.62071936248116,281452298.36402756,0.00043387053793103445,0.14803448222536278,16.0,0.5,-4.133200623280657,-129.670999053679,-0.14416599115389195,0.21364594467552483,47.0,-6.098836551726388,0.7446808510638298,-2.0003383570417492,True
LOFIUSDT,400,43193,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,,-0.0074193452052330605,0.08821085954273077,1.029455579503117,3.6000750801498542,-96.18625910584201,1.1122931123640727,1.0848026558165411,55.12465373961219,-22.344784115978577,6683153.6439499995,0.014935427499999997,0.13417724793807206,9.0,0.4444444444444444,-3.5293094932394315,-54.71345634228754,-0.15964767418027184,0.3622203144050428,18.0,-8.518582049997297,0.6111111111111112,-2.9769204588192886,False
LUNAUSDT,1095,43063,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2022-05-28,-0.0022853146603982774,0.05720364209842756,1.184996171650606,15.878416754037573,-96.06329816768462,0.5910013190996485,0.32176667843250295,74.95334853825419,-33.630289532293986,4802442.923452055,0.36028785388127854,0.30894844184975,,,,,,,83.0,-0.7082036167627646,0.6024096385542169,-0.33093621206450047,False
MAGATRUMPUSDT,838,43192,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,,-0.007066312432463386,0.08420721272138552,-0.03019249101800573,5.2332159899101125,-99.85239895318408,0.7514567104271267,0.7544365191628316,46.04349838037947,-39.12382111347734,663966.559856802,1.963818675417661,0.09570951347236364,38.0,0.6842105263157895,0.9443182814934756,-181.50264353357693,0.03283773741351057,0.20730892426977776,41.0,-2.2340093978611812,0.6829268292682927,-0.9276914539029404,True
MAGAUSDT,0,43063,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-04-22,,,,,,,,,,,,,,,,,,,,,,,
MAJORUSDT,0,43062,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-11-28,,,,,,,,,,,,,,,,,,,,,,,
MANEKIUSDT,787,43061,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2024-04-25,-0.005889719719320125,0.08230465758185929,0.7882709455073563,12.550117850617442,-99.14827439284193,0.64650040218118,0.5971680431705804,107.87330316742083,-42.95863867842505,96245467.44010164,0.0033017002541296057,0.035834269589511004,33.0,0.3939393939393939,-3.5623156065259307,-123.59966364876733,-0.17956822140506443,0.1884074004337504,49.0,-1.6006460320600973,0.6326530612244898,-0.5046511889306955,True
MANUSDT,1095,43061,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2023-03-16,-0.002485919736836629,0.06605410203902243,0.34951886327774084,1.6852098466480534,-98.1244221371021,1.039044970708525,1.0317324186179757,31.01176470588234,-22.160373100646915,3670719.1039634706,0.016196958904109587,0.07864798696296162,,,,,,,81.0,2.0115813093475,0.5308641975308642,0.9689640325821981,False
MANYUUSDT,0,43039,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-07-04,,,,,,,,,,,,,,,,,,,,,,,
MASKUSDT,1095,43038,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2021-02-24,-0.0020526143116516397,0.04885412905762863,-1.039107214766637,13.991253841587206,-94.03138622493461,0.6704908624417674,0.6420028597424666,40.8450704225352,-33.657182512144345,582014.0212511417,2.186234794520548,0.4535949379866662,,,,,,,101.0,-0.5352417493817918,0.5346534653465347,-0.4416533574487284,False
MBXUSDT,1095,43037,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2022-07-01,-0.003339813093181946,0.04195888305551648,0.5878343342943394,8.308758222364565,-98.4206525552567,0.8723657921620129,0.6320456002693058,39.14246196403872,-22.061747164074376,592699.8801095891,0.4161953424657534,0.06680230942112825,25.0,0.48,-3.6775504821064864,-118.94744242372275,-0.2677178045648071,0.18576019885059014,64.0,-2.8862446449889516,0.6875,-2.5797865045189132,False
MEEPUSDT,0,43036,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,
MEGAUSDT,0,43036,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-04-30,,,,,,,,,,,,,,,,,,,,,,,
MELANIAUSDT,0,43035,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,
MEMECOINUSDT,0,43034,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-05-20,,,,,,,,,,,,,,,,,,,,,,,
MEMEFIUSDT,0,43033,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-11-22,,,,,,,,,,,,,,,,,,,,,,,
MEMESUSDT,0,43033,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2026-01-21,,,,,,,,,,,,,,,,,,,,,,,
MEMEUSDT,961,43035,MIXED/UNSTABLE,NoTrade,,,1.0,1.0,2023-11-03,-0.004028443923589946,0.0698924593663503,0.9965828218371373,10.673032911873229,-99.0976821192053,1.4905323539964859,1.2814175425453138,76.42105263157895,-35.5081555834379,566994883.397201,0.010807416441207076,0.31371024157422056,47.0,0.6382978723404256,2.625622382296016,-92.37366284191107,0.14852479429643078,0.0733110009958403,75.0,-0.425438368262681,0.56,-0.17550696336738233,False
METISUSDT,1095,43032,NO_CLEAR_SHORT_EDGE,NoTrade,,,1.0,1.0,2021-12-18,-0.0016688552030636574,0.059904722232786485,0.37141603944048135,5.804697536057818,-98.18908221940109,0.8616126138535093,0.6713325005694862,47.98869319417265,-34.77600607441155,30447.920678538812,30.137934246575345,0.21165828299023354,,,,,,,96.0,2.717564902721081,0.5208333333333334,0.9300956595934425,False
METUSDT,0,43032,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2025-10-23,,,,,,,,,,,,,,,,,,,,,,,
MEUSDT,0,43037,INSUFFICIENT_HISTORY,NoTrade,,,1.0,1.0,2024-12-10,,,,,,,,,,,,,,,,,,,,,,,
